% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 2 2026, 07:16
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Displacement field, Y-component, Displacement field, Z-component
% Length unit:        m
% X                       Y                        Z                        v (m) @ lambda=9E-9                               w (m) @ lambda=9E-9
0                         0                        2.6928272120474153E-8    NaN                                               NaN
0                         0                        4.488045353412364E-8     NaN                                               NaN
0                         0                        6.283263494777308E-8     NaN                                               NaN
0                         0                        8.078481636142251E-8     NaN                                               NaN
0                         0                        9.873699777507205E-8     NaN                                               NaN
0                         0                        1.1668917918872149E-7    NaN                                               NaN
0                         0                        1.3464136060237092E-7    NaN                                               NaN
0                         0                        1.5259354201602036E-7    NaN                                               NaN
0                         0                        1.705457234296698E-7     NaN                                               NaN
0                         0                        1.8849790484331934E-7    NaN                                               NaN
0                         0                        2.0645008625696877E-7    NaN                                               NaN
0                         0                        2.244022676706182E-7     NaN                                               NaN
0                         0                        2.4235444908426775E-7    NaN                                               NaN
0                         0                        2.603066304979172E-7     NaN                                               NaN
0                         0                        2.782588119115666E-7     NaN                                               NaN
0                         0                        2.9621099332521606E-7    NaN                                               NaN
0                         0                        3.141631747388655E-7     0                                                 -5.0754931743585073E-14-3.223484072955085E-14i
0                         0                        3.3211535615251503E-7    0                                                 -4.876263025206022E-14-3.2342818325034064E-14i
0                         0                        3.5006753756616447E-7    0                                                 -4.288392140267046E-14-2.9211573428876433E-14i
0                         0                        3.680197189798139E-7     0                                                 -3.5591690239335654E-14-2.516734761234334E-14i
0                         0                        3.8597190039346344E-7    0                                                 -2.721011324352253E-14-2.0795328368494254E-14i
0                         0                        4.039240818071129E-7     0                                                 -1.7454621732551302E-14-1.663127464756792E-14i
0                         0                        4.218762632207623E-7     0                                                 -7.828937568419835E-15-1.262877688115753E-14i
0                         0                        4.3982844463441186E-7    0                                                 1.6668917796275877E-15-8.787672577866247E-15i
0                         9.355042585174322E-9     -4.3982844463441186E-7   3.4931749190611907E-15+2.324319661091E-15i        3.773150375221916E-15-8.038613945039469E-15i
0                         9.355042585174322E-9     -4.218762632207624E-7    2.6845541933396827E-15+1.6349377443880196E-15i    1.3899452380455768E-14-2.1426606875726492E-15i
0                         9.355042585174322E-9     -4.0392408180711293E-7   4.54912807376309E-15+1.6718098884967112E-15i      2.2934110626582042E-14+3.0032854536260094E-15i
0                         9.355042585174322E-9     -3.8597190039346344E-7   6.413701954186497E-15+1.7086820326054023E-15i     3.164949771930778E-14+7.88985467833998E-15i
0                         9.355042585174322E-9     -3.68019718979814E-7     8.729687277446434E-15+1.983530841495024E-15i      3.9880232354721996E-14+1.2399265570566168E-14i
0                         9.355042585174322E-9     -3.500675375661646E-7    1.140308692550203E-14+2.3938727533025412E-15i     4.691905168428477E-14+1.6295598556904467E-14i
0                         9.355042585174322E-9     -3.321153561525151E-7    1.4054605960439406E-14+3.629989159133582E-15i     5.2718914580080853E-14+1.930021486072834E-14i
0                         9.355042585174322E-9     -3.141631747388656E-7    2.1435489176519974E-14+4.816861303287599E-15i     5.493602290553318E-14+2.102490416977061E-14i
0                         9.355042585174322E-9     -2.9621099332521616E-7   NaN                                               NaN
0                         9.355042585174322E-9     -2.782588119115667E-7    NaN                                               NaN
0                         9.355042585174322E-9     -2.6030663049791724E-7   NaN                                               NaN
0                         9.355042585174322E-9     -2.4235444908426775E-7   NaN                                               NaN
0                         9.355042585174322E-9     -2.2440226767061831E-7   NaN                                               NaN
0                         9.355042585174322E-9     -2.0645008625696885E-7   NaN                                               NaN
0                         9.355042585174322E-9     -1.884979048433194E-7    NaN                                               NaN
0                         9.355042585174322E-9     -1.705457234296699E-7    NaN                                               NaN
0                         9.355042585174322E-9     -1.5259354201602047E-7   NaN                                               NaN
0                         9.355042585174322E-9     -1.3464136060237103E-7   NaN                                               NaN
0                         9.355042585174322E-9     -1.1668917918872154E-7   NaN                                               NaN
0                         9.355042585174322E-9     -9.873699777507205E-8    NaN                                               NaN
0                         9.355042585174322E-9     -8.078481636142262E-8    NaN                                               NaN
0                         9.355042585174322E-9     -6.283263494777318E-8    NaN                                               NaN
0                         9.355042585174322E-9     -4.4880453534123695E-8   NaN                                               NaN
0                         9.355042585174322E-9     -2.6928272120474206E-8   NaN                                               NaN
0                         9.355042585174322E-9     -8.97609070682477E-9     NaN                                               NaN
0                         9.355042585174322E-9     8.976090706824665E-9     NaN                                               NaN
0                         9.355042585174322E-9     2.6928272120474153E-8    NaN                                               NaN
0                         9.355042585174322E-9     4.488045353412364E-8     NaN                                               NaN
0                         9.355042585174322E-9     6.283263494777308E-8     NaN                                               NaN
0                         9.355042585174322E-9     8.078481636142251E-8     NaN                                               NaN
0                         9.355042585174322E-9     9.873699777507205E-8     NaN                                               NaN
0                         9.355042585174322E-9     1.1668917918872149E-7    NaN                                               NaN
0                         9.355042585174322E-9     1.3464136060237092E-7    NaN                                               NaN
0                         9.355042585174322E-9     1.5259354201602036E-7    NaN                                               NaN
0                         9.355042585174322E-9     1.705457234296698E-7     NaN                                               NaN
0                         9.355042585174322E-9     1.8849790484331934E-7    NaN                                               NaN
0                         9.355042585174322E-9     2.0645008625696877E-7    NaN                                               NaN
0                         9.355042585174322E-9     2.244022676706182E-7     NaN                                               NaN
0                         9.355042585174322E-9     2.4235444908426775E-7    NaN                                               NaN
0                         9.355042585174322E-9     2.603066304979172E-7     NaN                                               NaN
0                         9.355042585174322E-9     2.782588119115666E-7     NaN                                               NaN
0                         9.355042585174322E-9     2.9621099332521606E-7    NaN                                               NaN
0                         9.355042585174322E-9     3.141631747388655E-7     1.6067174340921776E-14+1.44751223858494E-14i      -5.1412316699986774E-14-3.25495614197124E-14i
0                         9.355042585174322E-9     3.3211535615251503E-7    1.129499788099936E-14+9.61735384164259E-15i       -4.833743562331514E-14-3.1918410589977636E-14i
0                         9.355042585174322E-9     3.5006753756616447E-7    8.587904714487926E-15+6.506457085533306E-15i      -4.240964004765104E-14-2.847183107174662E-14i
0                         9.355042585174322E-9     3.680197189798139E-7     6.9099261068878985E-15+4.80304168038422E-15i      -3.5394063138834876E-14-2.414976977297343E-14i
0                         9.355042585174322E-9     3.8597190039346344E-7    4.840636355394922E-15+3.648090846682358E-15i      -2.702796501861748E-14-2.005068828743178E-14i
0                         9.355042585174322E-9     4.039240818071129E-7     4.172065367471289E-15+2.3899442923197358E-15i     -1.7136107351703058E-14-1.6145268616191754E-14i
0                         9.355042585174322E-9     4.218762632207623E-7     4.013876829921519E-15+1.9876814733665567E-15i     -7.660714463196937E-15-1.2207577014670932E-14i
0                         9.355042585174322E-9     4.3982844463441186E-7    3.927129755731842E-15+1.4772896749581859E-15i     1.8644701953681603E-15-8.682150010337573E-15i
0                         1.8710085170348643E-8    -4.3982844463441186E-7   6.926102703729199E-15+4.571456488675154E-15i      3.742238132381016E-15-7.659614485469355E-15i
0                         1.8710085170348643E-8    -4.218762632207624E-7    6.307275418847689E-15+3.4065616951618817E-15i     1.3274204918884216E-14-1.90802173326672E-15i
0                         1.8710085170348643E-8    -4.0392408180711293E-7   9.148519567616721E-15+3.2921100757044762E-15i     2.219671541759294E-14+3.2389009486702752E-15i
0                         1.8710085170348643E-8    -3.8597190039346344E-7   1.287766732846353E-14+3.36585436392186E-15i       3.0506834965085044E-14+7.895014830887957E-15i
0                         1.8710085170348643E-8    -3.68019718979814E-7     1.7142926691730078E-14+3.722227843576046E-15i     3.847308465387991E-14+1.2265007735761593E-14i
0                         1.8710085170348643E-8    -3.500675375661646E-7    2.24226700764547E-14+4.613420561269715E-15i       4.54271045718049E-14+1.6111753905008746E-14i
0                         1.8710085170348643E-8    -3.321153561525151E-7    2.846250432792552E-14+6.301280985256792E-15i      5.102297291244537E-14+1.903502321835531E-14i
0                         1.8710085170348643E-8    -3.141631747388656E-7    4.147317393451271E-14+9.521022593854795E-15i      5.375729620005989E-14+2.1333003459388672E-14i
0                         1.8710085170348643E-8    -2.9621099332521616E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -2.782588119115667E-7    NaN                                               NaN
0                         1.8710085170348643E-8    -2.6030663049791724E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -2.4235444908426775E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -2.2440226767061831E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -2.0645008625696885E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -1.884979048433194E-7    NaN                                               NaN
0                         1.8710085170348643E-8    -1.705457234296699E-7    NaN                                               NaN
0                         1.8710085170348643E-8    -1.5259354201602047E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -1.3464136060237103E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -1.1668917918872154E-7   NaN                                               NaN
0                         1.8710085170348643E-8    -9.873699777507205E-8    NaN                                               NaN
0                         1.8710085170348643E-8    -8.078481636142262E-8    NaN                                               NaN
0                         1.8710085170348643E-8    -6.283263494777318E-8    NaN                                               NaN
0                         1.8710085170348643E-8    -4.4880453534123695E-8   NaN                                               NaN
0                         1.8710085170348643E-8    -2.6928272120474206E-8   NaN                                               NaN
0                         1.8710085170348643E-8    -8.97609070682477E-9     NaN                                               NaN
0                         1.8710085170348643E-8    8.976090706824665E-9     NaN                                               NaN
0                         1.8710085170348643E-8    2.6928272120474153E-8    NaN                                               NaN
0                         1.8710085170348643E-8    4.488045353412364E-8     NaN                                               NaN
0                         1.8710085170348643E-8    6.283263494777308E-8     NaN                                               NaN
0                         1.8710085170348643E-8    8.078481636142251E-8     NaN                                               NaN
0                         1.8710085170348643E-8    9.873699777507205E-8     NaN                                               NaN
0                         1.8710085170348643E-8    1.1668917918872149E-7    NaN                                               NaN
0                         1.8710085170348643E-8    1.3464136060237092E-7    NaN                                               NaN
0                         1.8710085170348643E-8    1.5259354201602036E-7    NaN                                               NaN
0                         1.8710085170348643E-8    1.705457234296698E-7     NaN                                               NaN
0                         1.8710085170348643E-8    1.8849790484331934E-7    NaN                                               NaN
0                         1.8710085170348643E-8    2.0645008625696877E-7    NaN                                               NaN
0                         1.8710085170348643E-8    2.244022676706182E-7     NaN                                               NaN
0                         1.8710085170348643E-8    2.4235444908426775E-7    NaN                                               NaN
0                         1.8710085170348643E-8    2.603066304979172E-7     NaN                                               NaN
0                         1.8710085170348643E-8    2.782588119115666E-7     NaN                                               NaN
0                         1.8710085170348643E-8    2.9621099332521606E-7    NaN                                               NaN
0                         1.8710085170348643E-8    3.141631747388655E-7     3.1690414453809404E-14+2.8344195679714276E-14i    -5.125771648530803E-14-3.2072593000030244E-14i
0                         1.8710085170348643E-8    3.3211535615251503E-7    2.1686115872373036E-14+1.8694276634950524E-14i    -4.706136736744685E-14-3.0507189385527907E-14i
0                         1.8710085170348643E-8    3.5006753756616447E-7    1.6821761695407845E-14+1.2878378682610009E-14i    -4.128657425769131E-14-2.706099641541085E-14i
0                         1.8710085170348643E-8    3.680197189798139E-7     1.3588107751039763E-14+9.501044107590993E-15i     -3.451537145790149E-14-2.2969649200892696E-14i
0                         1.8710085170348643E-8    3.8597190039346344E-7    9.699325723204188E-15+7.505097044512983E-15i      -2.638687659310882E-14-1.9118474053075986E-14i
0                         1.8710085170348643E-8    4.039240818071129E-7     8.080619915170776E-15+5.081158475678769E-15i      -1.6839894201756037E-14-1.5520101801464546E-14i
0                         1.8710085170348643E-8    4.218762632207623E-7     7.764242840071235E-15+4.27663283777241E-15i       -7.514792588875276E-15-1.164721636483331E-14i
0                         1.8710085170348643E-8    4.3982844463441186E-7    7.778168022120322E-15+2.892959610869132E-15i      1.919766029373852E-15-8.30593394495291E-15i
0                         2.8065127755522966E-8    -4.3982844463441186E-7   1.0298792482226567E-14+6.741394616477297E-15i     3.5117090347688513E-15-7.049037431812033E-15i
0                         2.8065127755522966E-8    -4.218762632207624E-7    1.0579052295884881E-14+5.23178676495419E-15i      1.2188760951463959E-14-1.6965568165555255E-15i
0                         2.8065127755522966E-8    -4.0392408180711293E-7   1.3925395068521048E-14+4.930850642543534E-15i     2.0572518246203427E-14+3.296150741397784E-15i
0                         2.8065127755522966E-8    -3.8597190039346344E-7   1.9391896122831098E-14+4.9715169939493695E-15i    2.849630125308009E-14+7.958585380819012E-15i
0                         2.8065127755522966E-8    -3.68019718979814E-7     2.523971824285094E-14+5.2160910062430694E-15i     3.609736788949033E-14+1.2130065654511906E-14i
0                         2.8065127755522966E-8    -3.500675375661646E-7    3.315933331993789E-14+6.552880082783572E-15i      4.297261344372129E-14+1.5908771854526222E-14i
0                         2.8065127755522966E-8    -3.321153561525151E-7    4.2481408155158986E-14+9.034742627522627E-15i     4.833976644425541E-14+1.863944296403786E-14i
0                         2.8065127755522966E-8    -3.141631747388656E-7    6.026160182211525E-14+1.3653833295231146E-14i     5.1492011874402925E-14+2.115933858577862E-14i
0                         2.8065127755522966E-8    -2.9621099332521616E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -2.782588119115667E-7    NaN                                               NaN
0                         2.8065127755522966E-8    -2.6030663049791724E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -2.4235444908426775E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -2.2440226767061831E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -2.0645008625696885E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -1.884979048433194E-7    NaN                                               NaN
0                         2.8065127755522966E-8    -1.705457234296699E-7    NaN                                               NaN
0                         2.8065127755522966E-8    -1.5259354201602047E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -1.3464136060237103E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -1.1668917918872154E-7   NaN                                               NaN
0                         2.8065127755522966E-8    -9.873699777507205E-8    NaN                                               NaN
0                         2.8065127755522966E-8    -8.078481636142262E-8    NaN                                               NaN
0                         2.8065127755522966E-8    -6.283263494777318E-8    NaN                                               NaN
0                         2.8065127755522966E-8    -4.4880453534123695E-8   NaN                                               NaN
0                         2.8065127755522966E-8    -2.6928272120474206E-8   NaN                                               NaN
0                         2.8065127755522966E-8    -8.97609070682477E-9     NaN                                               NaN
0                         2.8065127755522966E-8    8.976090706824665E-9     NaN                                               NaN
0                         2.8065127755522966E-8    2.6928272120474153E-8    NaN                                               NaN
0                         2.8065127755522966E-8    4.488045353412364E-8     NaN                                               NaN
0                         2.8065127755522966E-8    6.283263494777308E-8     NaN                                               NaN
0                         2.8065127755522966E-8    8.078481636142251E-8     NaN                                               NaN
0                         2.8065127755522966E-8    9.873699777507205E-8     NaN                                               NaN
0                         2.8065127755522966E-8    1.1668917918872149E-7    NaN                                               NaN
0                         2.8065127755522966E-8    1.3464136060237092E-7    NaN                                               NaN
0                         2.8065127755522966E-8    1.5259354201602036E-7    NaN                                               NaN
0                         2.8065127755522966E-8    1.705457234296698E-7     NaN                                               NaN
0                         2.8065127755522966E-8    1.8849790484331934E-7    NaN                                               NaN
0                         2.8065127755522966E-8    2.0645008625696877E-7    NaN                                               NaN
0                         2.8065127755522966E-8    2.244022676706182E-7     NaN                                               NaN
0                         2.8065127755522966E-8    2.4235444908426775E-7    NaN                                               NaN
0                         2.8065127755522966E-8    2.603066304979172E-7     NaN                                               NaN
0                         2.8065127755522966E-8    2.782588119115666E-7     NaN                                               NaN
0                         2.8065127755522966E-8    2.9621099332521606E-7    NaN                                               NaN
0                         2.8065127755522966E-8    3.141631747388655E-7     4.562437827370049E-14+4.0148289542407484E-14i     -4.9799411006407064E-14-3.034957312065429E-14i
0                         2.8065127755522966E-8    3.3211535615251503E-7    3.1762205638287126E-14+2.6677522461112736E-14i    -4.4919250239318786E-14-2.810591299001023E-14i
0                         2.8065127755522966E-8    3.5006753756616447E-7    2.462927781850259E-14+1.9345977517176486E-14i     -3.950588332751907E-14-2.5203166596012356E-14i
0                         2.8065127755522966E-8    3.680197189798139E-7     1.9814592847017173E-14+1.4241692704372002E-14i    -3.2971882580641056E-14-2.1598174243046068E-14i
0                         2.8065127755522966E-8    3.8597190039346344E-7    1.4485216108736947E-14+1.1364907635759062E-14i    -2.517493500197005E-14-1.80387607628671E-14i
0                         2.8065127755522966E-8    4.039240818071129E-7     1.1838843100234408E-14+8.586124202517489E-15i     -1.647463246835698E-14-1.4686129523477868E-14i
0                         2.8065127755522966E-8    4.218762632207623E-7     1.1316479703669105E-14+6.700489340891115E-15i     -7.378531877240872E-15-1.0959223416960321E-14i
0                         2.8065127755522966E-8    4.3982844463441186E-7    1.155312011687329E-14+4.246992292450438E-15i      1.832769487694377E-15-7.659111245108085E-15i
0                         3.7420170340697286E-8    -4.3982844463441186E-7   1.36112442545533E-14+8.834134044497431E-15i       3.081563082385433E-15-6.20688278406752E-15i
0                         3.7420170340697286E-8    -4.218762632207624E-7    1.4807502457458205E-14+6.986413097910509E-15i     1.089996609190054E-14-1.2579535832771416E-15i
0                         3.7420170340697286E-8    -4.0392408180711293E-7   1.8909563026656766E-14+6.367388502904633E-15i     1.8516916457835387E-14+3.3122176943135163E-15i
0                         3.7420170340697286E-8    -3.8597190039346344E-7   2.5538826776923705E-14+6.508427139411057E-15i     2.5793986732891547E-14+7.851843772856477E-15i
0                         3.7420170340697286E-8    -3.68019718979814E-7     3.341468385898281E-14+6.6731584991227E-15i        3.279820988691721E-14+1.2016392608873548E-14i
0                         3.7420170340697286E-8    -3.500675375661646E-7    4.3428592749077083E-14+8.37393577534975E-15i      3.946847872213149E-14+1.5590971189334514E-14i
0                         3.7420170340697286E-8    -3.321153561525151E-7    5.591126085026583E-14+1.17628571424914E-14i       4.4693080484830275E-14+1.806842408049319E-14i
0                         3.7420170340697286E-8    -3.141631747388656E-7    7.742076745449107E-14+1.7218201392204344E-14i     4.796607608440465E-14+2.0471394442389733E-14i
0                         3.7420170340697286E-8    -2.9621099332521616E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -2.782588119115667E-7    NaN                                               NaN
0                         3.7420170340697286E-8    -2.6030663049791724E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -2.4235444908426775E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -2.2440226767061831E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -2.0645008625696885E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -1.884979048433194E-7    NaN                                               NaN
0                         3.7420170340697286E-8    -1.705457234296699E-7    NaN                                               NaN
0                         3.7420170340697286E-8    -1.5259354201602047E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -1.3464136060237103E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -1.1668917918872154E-7   NaN                                               NaN
0                         3.7420170340697286E-8    -9.873699777507205E-8    NaN                                               NaN
0                         3.7420170340697286E-8    -8.078481636142262E-8    NaN                                               NaN
0                         3.7420170340697286E-8    -6.283263494777318E-8    NaN                                               NaN
0                         3.7420170340697286E-8    -4.4880453534123695E-8   NaN                                               NaN
0                         3.7420170340697286E-8    -2.6928272120474206E-8   NaN                                               NaN
0                         3.7420170340697286E-8    -8.97609070682477E-9     NaN                                               NaN
0                         3.7420170340697286E-8    8.976090706824665E-9     NaN                                               NaN
0                         3.7420170340697286E-8    2.6928272120474153E-8    NaN                                               NaN
0                         3.7420170340697286E-8    4.488045353412364E-8     NaN                                               NaN
0                         3.7420170340697286E-8    6.283263494777308E-8     NaN                                               NaN
0                         3.7420170340697286E-8    8.078481636142251E-8     NaN                                               NaN
0                         3.7420170340697286E-8    9.873699777507205E-8     NaN                                               NaN
0                         3.7420170340697286E-8    1.1668917918872149E-7    NaN                                               NaN
0                         3.7420170340697286E-8    1.3464136060237092E-7    NaN                                               NaN
0                         3.7420170340697286E-8    1.5259354201602036E-7    NaN                                               NaN
0                         3.7420170340697286E-8    1.705457234296698E-7     NaN                                               NaN
0                         3.7420170340697286E-8    1.8849790484331934E-7    NaN                                               NaN
0                         3.7420170340697286E-8    2.0645008625696877E-7    NaN                                               NaN
0                         3.7420170340697286E-8    2.244022676706182E-7     NaN                                               NaN
0                         3.7420170340697286E-8    2.4235444908426775E-7    NaN                                               NaN
0                         3.7420170340697286E-8    2.603066304979172E-7     NaN                                               NaN
0                         3.7420170340697286E-8    2.782588119115666E-7     NaN                                               NaN
0                         3.7420170340697286E-8    2.9621099332521606E-7    NaN                                               NaN
0                         3.7420170340697286E-8    3.141631747388655E-7     5.769068388240107E-14+5.005427213964695E-14i      -4.6570186224063585E-14-2.7087048049569292E-14i
0                         3.7420170340697286E-8    3.3211535615251503E-7    4.145531801221993E-14+3.4752118715831306E-14i     -4.2060347107929923E-14-2.529008722091254E-14i
0                         3.7420170340697286E-8    3.5006753756616447E-7    3.1960136650724713E-14+2.5639345409486273E-14i    -3.702420520860486E-14-2.2869642513872257E-14i
0                         3.7420170340697286E-8    3.680197189798139E-7     2.5519145850448233E-14+1.9129059136845107E-14i    -3.0776140961084226E-14-1.981576764827652E-14i
0                         3.7420170340697286E-8    3.8597190039346344E-7    1.9122014493361652E-14+1.530503065909813E-14i     -2.345710543241569E-14-1.6710299472676328E-14i
0                         3.7420170340697286E-8    4.039240818071129E-7     1.5498899335232904E-14+1.2164057183428434E-14i    -1.5692723192064093E-14-1.350725750326451E-14i
0                         3.7420170340697286E-8    4.218762632207623E-7     1.4790145286560544E-14+9.0583676464079E-15i       -7.37042931726772E-15-1.0015573788666755E-14i
0                         3.7420170340697286E-8    4.3982844463441186E-7    1.5251986039990752E-14+5.539387719702101E-15i     1.603480570329737E-15-6.741681910803108E-15i
0                         4.6775212925871606E-8    -4.3982844463441186E-7   1.68634580207094E-14+1.084967477273556E-14i       2.451800275230759E-15-5.133150542235813E-15i
0                         4.6775212925871606E-8    -4.218762632207624E-7    1.8975714612860903E-14+8.663840731084818E-15i     9.411554377565872E-15-5.877727559115598E-16i
0                         4.6775212925871606E-8    -4.0392408180711293E-7   2.399156038048436E-14+7.701558960016657E-15i      1.6170269199914965E-14+3.5702119657694586E-15i
0                         4.6775212925871606E-8    -3.8597190039346344E-7   3.158278041736807E-14+7.821294368580751E-15i      2.274338270582249E-14+7.644679913697293E-15i
0                         4.6775212925871606E-8    -3.68019718979814E-7     4.1147570544055634E-14+8.139291185764448E-15i     2.8938610378948576E-14+1.1759057361109364E-14i
0                         4.6775212925871606E-8    -3.500675375661646E-7    5.3088605932568576E-14+1.022064240306971E-14i     3.492760285913112E-14+1.5039401402354446E-14i
0                         4.6775212925871606E-8    -3.321153561525151E-7    6.875206241324606E-14+1.4485624530163118E-14i     4.008291503416998E-14+1.73219665677213E-14i
0                         4.6775212925871606E-8    -3.141631747388656E-7    9.329037222679747E-14+2.0708863671925785E-14i     4.331289237363874E-14+1.9243195089806018E-14i
0                         4.6775212925871606E-8    -2.9621099332521616E-7   1.2751445148460934E-13+3.031391554535269E-14i     4.717148055968684E-14+2.1710527652742577E-14i
0                         4.6775212925871606E-8    -2.782588119115667E-7    NaN                                               NaN
0                         4.6775212925871606E-8    -2.6030663049791724E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -2.4235444908426775E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -2.2440226767061831E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -2.0645008625696885E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -1.884979048433194E-7    NaN                                               NaN
0                         4.6775212925871606E-8    -1.705457234296699E-7    NaN                                               NaN
0                         4.6775212925871606E-8    -1.5259354201602047E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -1.3464136060237103E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -1.1668917918872154E-7   NaN                                               NaN
0                         4.6775212925871606E-8    -9.873699777507205E-8    NaN                                               NaN
0                         4.6775212925871606E-8    -8.078481636142262E-8    NaN                                               NaN
0                         4.6775212925871606E-8    -6.283263494777318E-8    NaN                                               NaN
0                         4.6775212925871606E-8    -4.4880453534123695E-8   NaN                                               NaN
0                         4.6775212925871606E-8    -2.6928272120474206E-8   NaN                                               NaN
0                         4.6775212925871606E-8    -8.97609070682477E-9     NaN                                               NaN
0                         4.6775212925871606E-8    8.976090706824665E-9     NaN                                               NaN
0                         4.6775212925871606E-8    2.6928272120474153E-8    NaN                                               NaN
0                         4.6775212925871606E-8    4.488045353412364E-8     NaN                                               NaN
0                         4.6775212925871606E-8    6.283263494777308E-8     NaN                                               NaN
0                         4.6775212925871606E-8    8.078481636142251E-8     NaN                                               NaN
0                         4.6775212925871606E-8    9.873699777507205E-8     NaN                                               NaN
0                         4.6775212925871606E-8    1.1668917918872149E-7    NaN                                               NaN
0                         4.6775212925871606E-8    1.3464136060237092E-7    NaN                                               NaN
0                         4.6775212925871606E-8    1.5259354201602036E-7    NaN                                               NaN
0                         4.6775212925871606E-8    1.705457234296698E-7     NaN                                               NaN
0                         4.6775212925871606E-8    1.8849790484331934E-7    NaN                                               NaN
0                         4.6775212925871606E-8    2.0645008625696877E-7    NaN                                               NaN
0                         4.6775212925871606E-8    2.244022676706182E-7     NaN                                               NaN
0                         4.6775212925871606E-8    2.4235444908426775E-7    NaN                                               NaN
0                         4.6775212925871606E-8    2.603066304979172E-7     NaN                                               NaN
0                         4.6775212925871606E-8    2.782588119115666E-7     NaN                                               NaN
0                         4.6775212925871606E-8    2.9621099332521606E-7    9.645841556834055E-14+8.114803333880499E-14i      -4.723232013982137E-14-2.4667336356580778E-14i
0                         4.6775212925871606E-8    3.141631747388655E-7     6.93235217156632E-14+6.015115131394726E-14i       -4.262107379196172E-14-2.340307101006169E-14i
0                         4.6775212925871606E-8    3.3211535615251503E-7    5.0765452994171466E-14+4.2918065399106236E-14i    -3.84846579732802E-14-2.2059712078234817E-14i
0                         4.6775212925871606E-8    3.5006753756616447E-7    3.8875555560500554E-14+3.188948499408023E-14i     -3.3813881344374387E-14-2.0101765716725702E-14i
